displacement_mm,RD2_force_kN,RD5_force_kN,RD6_force_kN,RD7_force_kN,RD8_force_kN,TD2_force_kN,TD3_force_kN,TD4_force_kN,TD6_force_kN,TD7_force_kN
1.3909365,21.123023,21.250483,21.154289,21.299917,21.087096,20.943106,20.861421,20.96816,20.9972,21.116041
1.3979614,21.129418,21.251811,21.154654,21.3013,21.087384,20.922206,20.862417,20.971413,20.998649,21.116553
1.4049864,21.13505,21.253091,21.155055,21.302665,21.087627,20.900394,20.863269,20.974677,21.001766,21.117139
1.4120113,21.139155,21.254275,21.155486,21.303993,21.087782,20.876761,20.86373,20.977963,21.006335,21.117715
1.4190362,21.143568,21.255278,21.155942,21.305198,21.087896,20.857122,20.864239,20.981197,21.008446,21.118292
1.4260612,21.148259,21.256119,21.156406,21.306294,21.087974,20.84109,20.865301,20.984383,21.009629,21.118878
1.4330861,21.153578,21.256706,21.156902,21.307167,21.088123,20.829926,20.86657,20.987371,21.010752,21.119465
1.440111,21.159143,21.257193,21.157602,21.307952,21.0883,20.820676,20.868285,20.990281,21.011876,21.120051
1.447136,21.164316,21.257589,21.159925,21.308688,21.088517,20.817346,20.87018,20.993362,21.013049,21.120638
1.4541609,21.169171,21.257972,21.162118,21.309417,21.088739,20.815727,20.872249,20.996461,21.014268,21.121224
1.4611858,21.171572,21.258315,21.16401,21.310136,21.088972,20.824014,20.87448,20.99957,21.015596,21.121803
1.4682108,21.173657,21.258655,21.165382,21.310858,21.089201,20.833632,20.876782,21.002439,21.017044,21.122378
1.4752357,21.174985,21.258987,21.166222,21.311589,21.089422,20.846445,20.879231,21.004729,21.018616,21.122963
1.4822606,21.176081,21.259442,21.167155,21.312437,21.08959,20.860532,20.881704,21.006949,21.020346,21.12355
1.4892856,21.176933,21.260029,21.168128,21.313411,21.0897,20.875967,20.884238,21.009096,21.02215,21.124136
1.4963105,21.177687,21.261591,21.16918,21.315345,21.089803,20.89309,20.886765,21.010972,21.025276,21.124723
1.5033354,21.178395,21.263616,21.17024,21.317735,21.089903,20.911015,20.889277,21.01272,21.028594,21.125309
1.5103603,21.179017,21.264205,21.17128,21.319104,21.090012,20.92811,20.891711,21.014738,21.032035,21.12589
1.5173853,21.179616,21.264581,21.172399,21.320323,21.090122,20.944676,20.894056,21.016755,21.035893,21.126465
1.5244102,21.180069,21.264958,21.173738,21.321573,21.090222,20.955165,20.89619,21.01816,21.040916,21.126975
1.5314351,21.180469,21.265331,21.175213,21.323004,21.090319,20.964904,20.898215,21.019529,21.047084,21.127451
1.5384601,21.180713,21.265696,21.17685,21.324963,21.090407,20.972449,20.899881,21.02079,21.054619,21.12786
1.545485,21.180917,21.266041,21.17828,21.326743,21.090491,20.978195,20.901459,21.022383,21.061745,21.128264
1.5525099,21.181071,21.266362,21.179597,21.328303,21.090568,20.981713,20.902488,21.024385,21.068649,21.128773
1.5595349,21.181276,21.266662,21.181443,21.329538,21.090646,20.983485,20.903588,21.026473,21.074661,21.129316
1.5665598,21.181508,21.26695,21.183494,21.330589,21.090723,20.98427,20.904916,21.028608,21.080423,21.129969
1.5735847,21.181731,21.26721,21.188673,21.331594,21.0908,20.982655,20.906115,21.031093,21.083798,21.130688
1.5806097,21.181953,21.267463,21.193014,21.332591,21.090878,20.980463,20.907144,21.033633,21.086994,21.131496
1.5876346,21.182185,21.267662,21.194463,21.333631,21.090955,20.974532,20.907994,21.035514,21.089572,21.132407
1.5946595,21.182422,21.267861,21.195655,21.334637,21.091023,20.967879,20.908735,21.037302,21.091915,21.13338
1.6016845,21.182677,21.26806,21.196485,21.335523,21.091056,20.958596,20.909035,21.038751,21.093929,21.134498
1.6087094,21.18294,21.268305,21.197254,21.336263,21.091094,20.948216,20.909232,21.040309,21.095693,21.13565
1.6157343,21.183217,21.268614,21.197984,21.336794,21.091138,20.936245,20.909033,21.042024,21.097297,21.136955
1.6227593,21.183507,21.268964,21.198608,21.337292,21.091176,20.922839,20.908777,21.044058,21.098042,21.138886
1.6297842,21.183806,21.26934,21.199205,21.337768,21.091209,20.908478,20.90829,21.046304,21.098573,21.143345
1.6368091,21.184078,21.269751,21.199671,21.338191,21.091242,20.892206,20.907838,21.048488,21.098852,21.148426
1.6438341,21.184344,21.270172,21.200066,21.338601,21.091276,20.875433,20.907439,21.050657,21.099116,21.154478
1.650859,21.184587,21.27093,21.200155,21.339021,21.091309,20.864039,20.907698,21.052597,21.099326,21.159022
1.6578839,21.184823,21.271732,21.200114,21.339441,21.091342,20.853678,20.908429,21.054486,21.099536,21.162485
1.6649088,21.185022,21.272717,21.199859,21.339862,21.091375,20.847737,20.909708,21.056157,21.099747,21.165699
1.6719338,21.185486,21.273718,21.199529,21.340192,21.091408,20.843112,20.911146,21.057726,21.099988,21.168842
1.6789587,21.186405,21.274747,21.199142,21.340369,21.091442,20.840745,20.913258,21.05912,21.100254,21.17192
1.6859836,21.186876,21.276347,21.198822,21.340782,21.091475,20.840846,20.915531,21.059955,21.100587,21.174936
1.6930086,21.186998,21.278394,21.198523,21.34138,21.091508,20.842882,20.918529,21.060354,21.100941,21.177635
1.7000335,21.186753,21.279766,21.197982,21.341269,21.091549,20.846676,20.921454,21.060677,21.101379,21.180063
1.7070584,21.186388,21.280917,21.197429,21.340926,21.091594,20.851046,20.924242,21.060976,21.101862,21.181988
1.7140834,21.185636,21.281973,21.196875,21.340677,21.091638,20.851589,20.926946,21.061222,21.102582,21.183835
1.7211083,21.184836,21.282988,21.196378,21.340454,21.091681,20.85198,20.929579,21.061454,21.103518,21.185617
1.7281332,21.183873,21.283773,21.195991,21.340354,21.091714,20.85281,20.932099,21.061609,21.104879,21.187309
1.7351582,21.183136,21.284541,21.195598,21.340225,21.09174,20.853636,20.934577,21.061986,21.106134,21.188968
1.7421831,21.18286,21.285271,21.1952,21.340037,21.091751,20.854455,20.937179,21.062816,21.107296,21.190628
1.749208,21.182572,21.286451,21.194625,21.339607,21.091745,20.855008,20.93988,21.063865,21.108473,21.192305
1.756233,21.182273,21.288045,21.193984,21.338954,21.091722,20.855318,20.943244,21.065115,21.109657,21.194108
1.7632579,21.181974,21.289006,21.19314,21.337859,21.091692,20.85513,20.946538,21.066673,21.11162,21.195943
1.7702828,21.181676,21.289714,21.192252,21.336587,21.091659,20.854743,20.94968,21.068355,21.113678,21.197846
1.7773078,21.181367,21.289991,21.191157,21.335645,21.091616,20.853053,20.952599,21.068984,21.115925,21.200067
1.7843327,21.181063,21.290215,21.189998,21.334738,21.091569,20.851284,20.955299,21.069589,21.117747,21.2026
1.7913576,21.18082,21.290359,21.188693,21.33383,21.091491,20.850033,20.957644,21.070972,21.118577,21.20518
1.7983826,21.180593,21.290445,21.187441,21.33284,21.091337,20.84912,20.959835,21.072458,21.119298,21.20778
1.8054075,21.180405,21.29039,21.186247,21.331645,21.090994,20.849032,20.961525,21.074195,21.119907,21.211521
1.8124324,21.180259,21.29003,21.183903,21.330082,21.090651,20.848703,20.9631,21.07591,21.120478,21.215375
1.8194573,21.18016,21.289344,21.181026,21.328123,21.090308,20.848117,20.964096,21.077603,21.121031,21.218893
1.8264823,21.180053,21.288628,21.173336,21.326508,21.090032,20.846612,20.964896,21.078901,21.121526,21.221977
1.8335072,21.179942,21.287898,21.165029,21.325059,21.089788,20.844665,20.965172,21.080007,21.122011,21.223903
1.8405321,21.179812,21.28712,21.157671,21.323859,21.08966,20.846697,20.965403,21.080826,21.122464,21.225766
1.8475571,21.179676,21.28635,21.151187,21.322711,21.089549,20.849582,20.96558,21.081614,21.122918,21.227558
1.854582,21.179488,21.28583,21.147193,21.321793,21.089439,20.85632,20.965517,21.082621,21.123371,21.229271
1.8616069,21.179264,21.285357,21.143173,21.320888,21.089331,20.865168,20.965329,21.083669,21.123815,21.230942
1.8686319,21.178932,21.285025,21.139124,21.320025,21.089231,20.880315,20.965516,21.084842,21.124247,21.232612
1.8756568,21.178571,21.284703,21.135103,21.319201,21.089137,20.895957,20.965768,21.086015,21.124678,21.234269
1.8826817,21.178172,21.284393,21.131098,21.318427,21.089048,20.912221,20.965945,21.087188,21.12511,21.235608
1.8897067,21.17769,21.284097,21.127231,21.317821,21.088967,20.928177,20.966117,21.088262,21.125523,21.236719
1.8967316,21.177158,21.28381,21.123161,21.317312,21.088889,20.943954,20.966271,21.08928,21.125931,21.237085
1.9037565,21.175648,21.283559,21.111134,21.316822,21.088821,20.956921,20.966431,21.090179,21.126296,21.236932
1.9107815,21.173888,21.283316,21.101406,21.316334,21.088755,20.969203,20.966597,21.091053,21.126602,21.23608
1.9178064,21.16986,21.283117,21.099813,21.315837,21.088699,20.976506,20.966442,21.091938,21.126702,21.235194
1.9248313,21.165962,21.282927,21.09837,21.315315,21.088642,20.983834,20.966088,21.092765,21.126797,21.234286
1.9318563,21.162543,21.282772,21.097142,21.314707,21.088575,20.991258,20.965169,21.093374,21.126886,21.234006
1.9388812,21.158481,21.282644,21.095968,21.314067,21.088518,20.998226,20.964119,21.093991,21.126921,21.233874
1.9459061,21.153469,21.282556,21.094828,21.313381,21.088474,21.004522,20.963344,21.094622,21.126921,21.233697
1.9529311,21.148516,21.282467,21.09375,21.312702,21.088423,21.008905,20.962578,21.09547,21.126832,21.23347
1.959956,21.143603,21.282379,21.092688,21.312027,21.088367,21.011992,20.961848,21.096466,21.126722,21.233039
1.9669809,21.13931,21.282281,21.091823,21.311308,21.088303,21.008155,20.961481,21.097209,21.126578,21.232569
1.9740059,21.135183,21.282182,21.090998,21.310578,21.088237,21.002457,20.961691,21.097884,21.12643,21.232037
1.9810308,21.128182,21.282093,21.090345,21.30808,21.088149,20.999395,20.962017,21.097647,21.126264,21.231231
1.9880557,21.121132,21.282005,21.089767,21.305798,21.088055,20.996448,20.962426,21.097345,21.12609,21.230224
1.9950806,21.114129,21.281916,21.089313,21.304725,21.087933,20.993804,20.962529,21.096814,21.125902,21.230002
2.0021056,21.1104,21.281828,21.088966,21.303607,21.087803,20.991418,20.96254,21.095977,21.125695,21.230013
2.0091305,21.112381,21.281739,21.0887,21.302412,21.087659,20.989482,20.962583,21.094605,21.125474,21.230035
2.0161554,21.115168,21.281657,21.088175,21.301174,21.087497,20.988753,20.962632,21.093066,21.125077,21.230103
2.0231804,21.118598,21.281579,21.087566,21.299902,21.08732,20.988985,20.962709,21.091396,21.124623,21.230424
2.0302053,21.119998,21.281494,21.086947,21.298588,21.086969,20.988861,20.962791,21.089907,21.12376,21.230829
2.0372302,21.120717,21.281405,21.086328,21.29726,21.08656,20.988618,20.962879,21.08848,21.122997,21.231394
2.0442552,21.12177,21.281317,21.085708,21.294589,21.085911,20.987406,20.9632,21.086948,21.122975,21.231952
2.0512801,21.122825,21.281228,21.085092,21.291671,21.085254,20.985783,20.963721,21.085402,21.122975,21.232505
2.058305,21.123766,21.28114,21.084484,21.287688,21.084646,20.981877,20.964079,21.083797,21.123019,21.232662
2.06533,21.124483,21.281051,21.083869,21.284007,21.084012,20.977395,20.964377,21.082384,21.123069,21.232673
2.0723549,21.124737,21.280962,21.08325,21.280953,21.083326,20.971719,20.964247,21.081366,21.123124,21.231969
2.0793798,21.124654,21.280874,21.082638,21.278392,21.0826,20.966284,20.964022,21.080468,21.123172,21.231133
2.0864048,21.124256,21.280785,21.082029,21.276289,21.081837,20.961073,20.963347,21.079683,21.123216,21.22975
2.0934297,21.123269,21.280697,21.081411,21.274227,21.081293,20.955532,20.962536,21.078944,21.12325,21.228357
2.1004546,21.12204,21.280608,21.080792,21.27218,21.080839,20.949856,20.961418,21.078225,21.123396,21.226941
2.1074796,21.120084,21.28052,21.080184,21.270392,21.080386,20.93958,20.960478,21.077606,21.124524,21.225895
2.1145045,21.118009,21.280435,21.079572,21.268639,21.079933,20.92891,20.959715,21.077003,21.125425,21.225221
2.1215294,21.115552,21.280379,21.078952,21.266946,21.079491,20.919273,20.958775,21.076461,21.125779,21.224484
2.1285544,21.113169,21.280321,21.078408,21.265279,21.078886,20.911492,20.957757,21.075849,21.125793,21.223721
2.1355793,21.110967,21.280254,21.077944,21.263675,21.07788,20.908338,20.956563,21.075064,21.12545,21.222175
2.1426042,21.108977,21.280183,21.077569,21.262139,21.076307,20.906688,20.955333,21.074178,21.124619,21.220454
2.1496291,21.107218,21.280105,21.077237,21.260679,21.074116,20.906677,20.95395,21.073182,21.123557,21.217865
2.1566541,21.105666,21.279998,21.076683,21.2593,21.072185,20.90763,20.952543,21.072698,21.121993,21.21508
2.163679,21.104217,21.279876,21.076082,21.257961,21.070381,20.909057,20.951072,21.072466,21.120362,21.211761
2.1707039,21.102977,21.279736,21.075263,21.256317,21.070191,20.910704,20.949621,21.072548,21.118824,21.209645
2.1777289,21.101769,21.27959,21.074397,21.254615,21.070272,20.912398,20.948193,21.072679,21.117315,21.208936
2.1847538,21.100519,21.279413,21.07339,21.252756,21.070615,20.914313,20.947091,21.072779,21.115887,21.208279
2.1917787,21.099186,21.279233,21.072314,21.251064,21.070833,20.915724,20.946162,21.072821,21.114252,21.207648
2.1988037,21.097604,21.279045,21.071152,21.24988,21.070667,20.915602,20.944971,21.072688,21.11236,21.207008
2.2058286,21.095303,21.278794,21.069905,21.248604,21.070525,20.915277,20.943724,21.072337,21.110702,21.206359
2.2128535,21.092083,21.278462,21.068611,21.24721,21.070414,20.91469,20.942274,21.071706,21.109175,21.205518
2.2198785,21.088892,21.277704,21.067252,21.24569,21.070346,20.913713,20.940797,21.071096,21.107409,21.204642
2.2269034,21.085716,21.276697,21.065778,21.244097,21.070301,20.912507,20.939226,21.070499,21.105583,21.203646
2.2339283,21.082732,21.275827,21.06019,21.241893,21.070312,20.90998,20.937631,21.069792,21.103326,21.202613
2.2409533,21.079789,21.27499,21.053988,21.239546,21.070334,20.907128,20.936005,21.069046,21.101323,21.201529
2.2479782,21.076812,21.274381,21.045557,21.236381,21.070401,20.901651,20.934412,21.067264,21.100238,21.199005
2.2550031,21.073827,21.273756,21.039941,21.232925,21.070458,20.8958,20.932841,21.065442,21.099123,21.195575
2.2620281,21.070806,21.27307,21.038404,21.228355,21.07048,20.88852,20.931386,21.063461,21.097961,21.193518
2.269053,21.067166,21.272362,21.036899,21.223543,21.070471,20.880616,20.929959,21.061021,21.096759,21.191792
2.2760779,21.062597,21.271621,21.035416,21.218365,21.070416,20.871775,20.928664,21.057889,21.095531,21.187537
2.2831029,21.059658,21.27086,21.034021,21.213317,21.070393,20.862129,20.927275,21.054987,21.09425,21.182997
2.2901278,21.057844,21.270086,21.032649,21.208361,21.070393,20.851928,20.925482,21.052244,21.092956,21.177266
2.2971527,21.058545,21.269138,21.031408,21.203838,21.070428,20.841753,20.9238,21.049673,21.089602,21.171433
2.3041776,21.059939,21.268142,21.030198,21.199434,21.070472,20.831585,20.922295,21.04715,21.086257,21.165437
2.3112026,21.06277,21.265515,21.029125,21.196737,21.070527,20.83157,20.920574,21.045632,21.083104,21.161328
2.3182275,21.066224,21.262912,21.028138,21.194238,21.070583,20.831935,20.918693,21.044148,21.080008,21.158617
2.3252524,21.072586,21.260622,21.027297,21.192512,21.070638,20.832953,20.916982,21.04271,21.077009,21.155898
2.3322774,21.079938,21.25867,21.026593,21.19083,21.07063,20.832323,20.915322,21.041303,21.073688,21.153176
2.3393023,21.089043,21.257321,21.025995,21.189226,21.070508,20.828772,20.913928,21.039953,21.070114,21.150613
2.3463272,21.099434,21.255952,21.025423,21.187414,21.070301,20.825422,20.912498,21.038665,21.066824,21.148047
2.3533522,21.110863,21.254569,21.024858,21.185433,21.070024,20.822235,20.910805,21.037425,21.063626,21.145425
2.3603771,21.127279,21.253112,21.024064,21.183453,21.06964,20.819947,20.90901,21.036244,21.061182,21.142731
2.367402,21.145402,21.251629,21.023256,21.181472,21.06922,20.817967,20.907018,21.035082,21.058625,21.139898
2.374427,21.162768,21.250074,21.022449,21.178735,21.068675,20.816204,20.904926,21.03419,21.055096,21.136029
2.3814519,21.178823,21.248453,21.021641,21.175902,21.067913,20.814399,20.902747,21.033345,21.05165,21.131261
2.3884768,21.18638,21.246417,21.020833,21.172771,21.065744,20.812208,20.900502,21.032692,21.048375,21.126428
2.3955018,21.19345,21.244218,21.020025,21.169704,21.063476,20.80991,20.898234,21.032003,21.044933,21.12157
2.4025267,21.199491,21.241673,21.019218,21.166772,21.060998,20.807388,20.896129,21.03124,21.041337,21.11652
2.4095516,21.2051,21.239105,21.01841,21.164408,21.058201,20.805081,20.894056,21.030408,21.037219,21.111429
2.4165766,21.2103,21.236516,21.017602,21.162582,21.055103,20.802979,20.892131,21.029512,21.032893,21.106151
2.4236015,21.214423,21.234396,21.016815,21.16053,21.051217,20.8004,20.890152,21.028561,21.026712,21.100897
2.4306264,21.218097,21.23247,21.016038,21.158384,21.047001,20.797623,20.88805,21.027588,21.020301,21.095697
2.4376514,21.2203,21.229969,21.015341,21.15591,21.04512,20.794548,20.885553,21.026564,21.013552,21.088164
2.4446763,21.222243,21.227345,21.014647,21.153366,21.043475,20.791415,20.882654,21.025532,21.006784,21.078262
2.4517012,21.22325,21.224148,21.013961,21.1505,21.041528,20.78804,20.878834,21.02447,20.999968,21.071329
2.4587261,21.223988,21.221003,21.013248,21.147301,21.039509,20.784279,20.874596,21.023396,20.992992,21.065741
2.4657511,21.224044,21.217994,21.012507,21.143251,21.037307,20.779532,20.869472,21.022289,20.985845,21.061858
2.472776,21.223768,21.21543,21.011728,21.138918,21.035037,20.774733,20.864181,21.021172,20.978473,21.058214
2.4798009,21.223127,21.213361,21.010932,21.134271,21.032691,20.769876,20.858295,21.020044,20.970994,21.054663
2.4868259,21.221696,21.211624,21.010049,21.129993,21.030301,20.764458,20.852476,21.015796,20.962881,21.051135
2.4938508,21.21987,21.210053,21.009142,21.125899,21.027889,20.75876,20.846844,21.009987,20.954665,21.047671
2.5008757,21.218121,21.207209,21.008069,21.122072,21.024936,20.752236,20.841197,21.00833,20.946356,21.044254
2.5079007,21.21638,21.204164,21.007021,21.118257,21.021646,20.745547,20.835532,21.007358,20.937805,21.04089
2.5149256,21.214577,21.201276,21.006047,21.113876,21.013735,20.738333,20.829867,21.006417,20.928533,21.036385
2.5219505,21.212467,21.198426,21.004705,21.109489,21.005507,20.731192,20.824203,21.005501,20.919217,21.031262
2.5289755,21.209402,21.195693,21.002902,21.105085,20.996291,20.724277,20.819989,21.00466,20.909845,21.024418
2.5360004,21.205172,21.193456,20.999459,21.101827,20.988205,20.717665,20.816085,21.003887,20.901234,21.017353
2.5430253,21.19943,21.191862,20.995078,21.100057,20.981588,20.711446,20.813175,21.003201,20.893058,21.013325
2.5500503,21.195409,21.190248,20.990183,21.098821,20.977463,20.705096,20.810285,21.002543,20.885376,21.00956
2.5570752,21.19241,21.188622,20.985168,21.097903,20.974819,20.698668,20.807463,21.001901,20.877815,21.006694
2.5641001,21.191923,21.18695,20.979436,21.093539,20.972157,20.692947,20.80472,21.001304,20.87111,21.003754
2.5711251,21.192002,21.185247,20.973376,21.088351,20.96949,20.687381,20.802087,21.000718,20.863745,21.000712
2.57815,21.193186,21.181673,20.966096,21.077597,20.966835,20.68176,20.798496,21.000165,20.853931,20.99775
2.5851749,21.194715,21.177973,20.958458,21.065941,20.964195,20.676502,20.794291,20.999598,20.843419,20.99484
2.5921999,21.197592,21.173779,20.950293,21.050761,20.961617,20.672663,20.789421,20.998979,20.831879,20.991868
2.5992248,21.200898,21.16963,20.941883,21.034748,20.9591,20.66825,20.784387,20.998171,20.820181,20.988881
2.6062497,21.204859,21.165547,20.933308,21.017466,20.956677,20.662961,20.777626,20.997076,20.808375,20.98575
2.6132746,21.208449,21.161835,20.917761,20.999084,20.95445,20.657158,20.771201,20.995772,20.795697,20.982566
2.6202996,21.211779,21.158383,20.900346,20.979932,20.952358,20.650996,20.766288,20.994323,20.782785,20.979147
2.6273245,21.217708,21.154931,20.884407,20.958863,20.948092,20.642442,20.761489,20.991302,20.769558,20.973328
2.6343494,21.224368,21.151479,20.868823,20.937255,20.943213,20.633214,20.756875,20.987839,20.755977,20.96357
2.6413744,21.234009,21.148242,20.854805,20.920391,20.935364,20.621146,20.752438,20.981837,20.74073,20.953716
2.6483993,21.242816,21.145013,20.841558,20.904944,20.927931,20.60847,20.748134,20.975943,20.725387,20.943792
2.6554242,21.246954,21.141794,20.829653,20.896016,20.923041,20.593113,20.743771,20.970964,20.709875,20.935352
2.6624492,21.248977,21.138377,20.819943,20.887402,20.918084,20.576963,20.73939,20.965156,20.694264,20.927375
2.6694741,21.247184,21.134604,20.811977,20.879359,20.913005,20.559382,20.731078,20.957854,20.678575,20.918943
2.676499,21.243552,21.130819,20.805802,20.871855,20.908036,20.544205,20.722618,20.949975,20.663574,20.909428
2.683524,21.238407,21.127024,20.800225,20.864796,20.903156,20.531005,20.714375,20.941621,20.648803,20.89375
2.6905489,21.221457,21.123376,20.793347,20.860402,20.898261,20.518978,20.706365,20.933555,20.632782,20.878691
2.6975738,21.20038,21.11978,20.78668,20.856938,20.893359,20.50736,20.698808,20.925588,20.616747,20.864838
2.7045988,21.183329,21.117041,20.781912,20.854466,20.887911,20.48928,20.691521,20.919057,20.601125,20.850427
2.7116237,21.166633,21.114378,20.775704,20.852136,20.881917,20.472205,20.684473,20.912749,20.587107,20.835524
2.7186486,21.150402,21.111811,20.766521,20.8503,20.872391,20.46539,20.67745,20.907284,20.576407,20.821605
2.7256736,21.134455,21.109342,20.75759,20.848554,20.863345,20.458757,20.670435,20.901579,20.564911,20.808062
2.7326985,21.11912,21.107085,20.748893,20.847005,20.855335,20.452516,20.66341,20.895361,20.552674,20.796607
2.7397234,21.105487,21.104867,20.73967,20.845405,20.8483,20.446575,20.65623,20.889802,20.536799,20.785646
2.7467484,21.093494,21.102688,20.730232,20.843757,20.842203,20.440921,20.647777,20.884879,20.519439,20.777193
2.7537733,21.084093,21.100469,20.722781,20.842,20.836829,20.435617,20.639168,20.880933,20.502209,20.769414
2.7607982,21.075795,21.098234,20.715331,20.840196,20.831761,20.430461,20.630195,20.877404,20.485248,20.763207
2.7678232,21.068763,21.096335,20.705827,20.8386,20.825814,20.425255,20.62132,20.874082,20.470732,20.756935
2.7748481,21.061986,21.094448,20.69571,20.837041,20.819944,20.420065,20.612546,20.870687,20.456872,20.750595
2.781873,21.056332,21.092257,20.684071,20.835602,20.816017,20.415097,20.603954,20.86625,20.444646,20.736896
2.7888979,21.050592,21.090199,20.674026,20.834216,20.812307,20.410222,20.595445,20.861684,20.430354,20.719801
2.7959229,21.044629,21.088484,20.665716,20.832966,20.809165,20.405586,20.58715,20.856783,20.413813,20.699032
